"subject" "activity" "variable" "value"
"4" "WALKING" "fBodyGyroMeanY" -0.688460056666667
"9" "WALKING" "fBodyGyroMeanY" -0.436905860576923
"10" "WALKING" "fBodyGyroMeanY" -0.345209034528302
"12" "WALKING" "fBodyGyroMeanY" -0.4678863378
"13" "WALKING" "fBodyGyroMeanY" -0.256213554508772
"18" "WALKING" "fBodyGyroMeanY" -0.570898150714286
"20" "WALKING" "fBodyGyroMeanY" 0.0310145965868627
"24" "WALKING" "fBodyGyroMeanY" -0.479841432931034
"1" "WALKING" "fBodyGyroMeanY" -0.103059416434737
"3" "WALKING" "fBodyGyroMeanY" -0.561526265344828
"5" "WALKING" "fBodyGyroMeanY" -0.513951718392857
"6" "WALKING" "fBodyGyroMeanY" -0.341378429473684
"7" "WALKING" "fBodyGyroMeanY" -0.151966687436842
"8" "WALKING" "fBodyGyroMeanY" -0.259729692333333
"11" "WALKING" "fBodyGyroMeanY" -0.593107398474576
"14" "WALKING" "fBodyGyroMeanY" -0.215894949525424
"15" "WALKING" "fBodyGyroMeanY" -0.535422096111111
"16" "WALKING" "fBodyGyroMeanY" -0.619731930392157
"17" "WALKING" "fBodyGyroMeanY" -0.490166286557377
"19" "WALKING" "fBodyGyroMeanY" -0.0973549846596154
"21" "WALKING" "fBodyGyroMeanY" -0.371744086730769
"22" "WALKING" "fBodyGyroMeanY" -0.501176901956522
"23" "WALKING" "fBodyGyroMeanY" 0.195569461920339
"25" "WALKING" "fBodyGyroMeanY" -0.678750350135135
"26" "WALKING" "fBodyGyroMeanY" -0.56182776559322
"27" "WALKING" "fBodyGyroMeanY" -0.534724231403509
"28" "WALKING" "fBodyGyroMeanY" -0.50468173962963
"29" "WALKING" "fBodyGyroMeanY" -0.362232316226415
"30" "WALKING" "fBodyGyroMeanY" -0.175900924040154
"2" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.488086123958333
"4" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.684310201538462
"9" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.499159202857143
"10" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.235858986212766
"12" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.604711316153846
"13" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.492176104727273
"18" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.649817266551724
"20" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.162341385629412
"24" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.546620981186441
"1" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.319474609056604
"3" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.637293508305085
"5" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.516609046808511
"6" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.329653779629412
"7" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.567920266470588
"8" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.113162144460976
"11" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.581167154444444
"14" "WALKING_UPSTAIRS" "fBodyGyroMeanY" 0.118687692187963
"15" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.517025245833333
"16" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.642018064117647
"17" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.521435415208333
"19" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.2254218170275
"21" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.446691581702128
"22" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.523943751666667
"23" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.290447408901961
"25" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.618579913384615
"26" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.617112539636364
"27" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.594092579607843
"28" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.522066500784314
"29" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.39404534122449
"30" "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.366058433230769
"2" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.361913824
"4" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.717545840444444
"9" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.312512195452381
"10" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.272495710342105
"12" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.420631474130435
"13" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.133828886725532
"18" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.641527595090909
"20" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.138097945555556
"24" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.433475431818182
"1" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.0557022524693878
"3" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.542694164081633
"5" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.382483075106383
"6" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.130327465789583
"7" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.21444307293617
"8" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" 0.116090879026316
"11" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.528254524130435
"14" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" 0.0132082347333333
"15" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.402332301666667
"16" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.479512983617021
"17" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.451126869347826
"19" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" 0.147083143564103
"21" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.308879866288889
"22" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.525006840277778
"23" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" 0.328817010088889
"25" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.632916352241379
"26" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.44312621
"27" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.402132810611364
"28" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.217100157608696
"29" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.463125032083333
"30" "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.348065119677419
"2" "SITTING" "fBodyGyroMeanY" -0.982100923695652
"4" "SITTING" "fBodyGyroMeanY" -0.9675836478
"9" "SITTING" "fBodyGyroMeanY" -0.9396930078
"10" "SITTING" "fBodyGyroMeanY" -0.986179215555556
"12" "SITTING" "fBodyGyroMeanY" -0.963725248823529
"13" "SITTING" "fBodyGyroMeanY" -0.982456053877551
"18" "SITTING" "fBodyGyroMeanY" -0.988702701403509
"20" "SITTING" "fBodyGyroMeanY" -0.964643068787879
"24" "SITTING" "fBodyGyroMeanY" -0.981200181176471
"1" "SITTING" "fBodyGyroMeanY" -0.975838585319149
"3" "SITTING" "fBodyGyroMeanY" -0.95617355
"5" "SITTING" "fBodyGyroMeanY" -0.955460359318182
"6" "SITTING" "fBodyGyroMeanY" -0.943857393090909
"7" "SITTING" "fBodyGyroMeanY" -0.956678065
"8" "SITTING" "fBodyGyroMeanY" -0.97658989
"11" "SITTING" "fBodyGyroMeanY" -0.98263664490566
"14" "SITTING" "fBodyGyroMeanY" -0.969806729814815
"15" "SITTING" "fBodyGyroMeanY" -0.979201724745763
"16" "SITTING" "fBodyGyroMeanY" -0.96679600173913
"17" "SITTING" "fBodyGyroMeanY" -0.98879397953125
"19" "SITTING" "fBodyGyroMeanY" -0.968188675753425
"21" "SITTING" "fBodyGyroMeanY" -0.979830938
"22" "SITTING" "fBodyGyroMeanY" -0.959161754193548
"23" "SITTING" "fBodyGyroMeanY" -0.957920288823529
"25" "SITTING" "fBodyGyroMeanY" -0.983827801076923
"26" "SITTING" "fBodyGyroMeanY" -0.981740793333333
"27" "SITTING" "fBodyGyroMeanY" -0.984141119142857
"28" "SITTING" "fBodyGyroMeanY" -0.963117633611111
"29" "SITTING" "fBodyGyroMeanY" -0.990329245333333
"30" "SITTING" "fBodyGyroMeanY" -0.982005883387097
"2" "STANDING" "fBodyGyroMeanY" -0.972576152962963
"4" "STANDING" "fBodyGyroMeanY" -0.955992945178571
"9" "STANDING" "fBodyGyroMeanY" -0.954514301555556
"10" "STANDING" "fBodyGyroMeanY" -0.960323800909091
"12" "STANDING" "fBodyGyroMeanY" -0.948251856721312
"13" "STANDING" "fBodyGyroMeanY" -0.97291308
"18" "STANDING" "fBodyGyroMeanY" -0.983561159726027
"20" "STANDING" "fBodyGyroMeanY" -0.91064914109589
"24" "STANDING" "fBodyGyroMeanY" -0.970426493768116
"1" "STANDING" "fBodyGyroMeanY" -0.988984455849057
"3" "STANDING" "fBodyGyroMeanY" -0.937711157213115
"5" "STANDING" "fBodyGyroMeanY" -0.939373524464286
"6" "STANDING" "fBodyGyroMeanY" -0.943273146140351
"7" "STANDING" "fBodyGyroMeanY" -0.957548671320755
"8" "STANDING" "fBodyGyroMeanY" -0.972595487037037
"11" "STANDING" "fBodyGyroMeanY" -0.994025488297872
"14" "STANDING" "fBodyGyroMeanY" -0.9508361945
"15" "STANDING" "fBodyGyroMeanY" -0.975133868867925
"16" "STANDING" "fBodyGyroMeanY" -0.983594244615385
"17" "STANDING" "fBodyGyroMeanY" -0.987334041282051
"19" "STANDING" "fBodyGyroMeanY" -0.975061671643836
"21" "STANDING" "fBodyGyroMeanY" -0.960082591123596
"22" "STANDING" "fBodyGyroMeanY" -0.97068244031746
"23" "STANDING" "fBodyGyroMeanY" -0.952781164558824
"25" "STANDING" "fBodyGyroMeanY" -0.97839988527027
"26" "STANDING" "fBodyGyroMeanY" -0.98388591027027
"27" "STANDING" "fBodyGyroMeanY" -0.983731873
"28" "STANDING" "fBodyGyroMeanY" -0.948160785316456
"29" "STANDING" "fBodyGyroMeanY" -0.991586674
"30" "STANDING" "fBodyGyroMeanY" -0.945628836949153
"2" "LAYING" "fBodyGyroMeanY" -0.983321635416667
"4" "LAYING" "fBodyGyroMeanY" -0.972187839074074
"9" "LAYING" "fBodyGyroMeanY" -0.9345796594
"10" "LAYING" "fBodyGyroMeanY" -0.954670034482759
"12" "LAYING" "fBodyGyroMeanY" -0.95256172
"13" "LAYING" "fBodyGyroMeanY" -0.968689729193548
"18" "LAYING" "fBodyGyroMeanY" -0.985611171384615
"20" "LAYING" "fBodyGyroMeanY" -0.973120029558823
"24" "LAYING" "fBodyGyroMeanY" -0.966111980277778
"1" "LAYING" "fBodyGyroMeanY" -0.9521914948
"3" "LAYING" "fBodyGyroMeanY" -0.978099682258065
"5" "LAYING" "fBodyGyroMeanY" -0.978249645769231
"6" "LAYING" "fBodyGyroMeanY" -0.941771544385965
"7" "LAYING" "fBodyGyroMeanY" -0.957570207692308
"8" "LAYING" "fBodyGyroMeanY" -0.957411160185185
"11" "LAYING" "fBodyGyroMeanY" -0.982640271929825
"14" "LAYING" "fBodyGyroMeanY" -0.938087898235294
"15" "LAYING" "fBodyGyroMeanY" -0.964310893611111
"16" "LAYING" "fBodyGyroMeanY" -0.976092920571429
"17" "LAYING" "fBodyGyroMeanY" -0.973669098591549
"19" "LAYING" "fBodyGyroMeanY" -0.972061003493976
"21" "LAYING" "fBodyGyroMeanY" -0.964968005222222
"22" "LAYING" "fBodyGyroMeanY" -0.964698258611111
"23" "LAYING" "fBodyGyroMeanY" -0.96846913625
"25" "LAYING" "fBodyGyroMeanY" -0.946259639315069
"26" "LAYING" "fBodyGyroMeanY" -0.983127999342105
"27" "LAYING" "fBodyGyroMeanY" -0.986795837297297
"28" "LAYING" "fBodyGyroMeanY" -0.9658244555
"29" "LAYING" "fBodyGyroMeanY" -0.993696336521739
"30" "LAYING" "fBodyGyroMeanY" -0.968170332428571
"2" "WALKING" "fBodyGyroMeanZ" -0.396659907457627
"4" "WALKING" "fBodyGyroMeanZ" -0.601381129166667
"9" "WALKING" "fBodyGyroMeanZ" -0.240222512134615
"10" "WALKING" "fBodyGyroMeanZ" -0.108530029881132
"12" "WALKING" "fBodyGyroMeanZ" -0.31728248436
"13" "WALKING" "fBodyGyroMeanZ" -0.276607954736842
"18" "WALKING" "fBodyGyroMeanZ" -0.538152344821429
"20" "WALKING" "fBodyGyroMeanZ" -0.108892495684314
"24" "WALKING" "fBodyGyroMeanZ" -0.39144792137931
"1" "WALKING" "fBodyGyroMeanZ" -0.255940940315789
"3" "WALKING" "fBodyGyroMeanZ" -0.418126217413793
"5" "WALKING" "fBodyGyroMeanZ" -0.213127031035714
"6" "WALKING" "fBodyGyroMeanZ" -0.203575458733333
"7" "WALKING" "fBodyGyroMeanZ" -0.366733617894737
"8" "WALKING" "fBodyGyroMeanZ" -0.132902199479167
"11" "WALKING" "fBodyGyroMeanZ" -0.398293336610169
"14" "WALKING" "fBodyGyroMeanZ" -0.212925759152542
"15" "WALKING" "fBodyGyroMeanZ" -0.461464065555556
"16" "WALKING" "fBodyGyroMeanZ" -0.432885310980392
"17" "WALKING" "fBodyGyroMeanZ" -0.398809217540984
"19" "WALKING" "fBodyGyroMeanZ" -0.01050470716
"21" "WALKING" "fBodyGyroMeanZ" -0.283262474865385
"22" "WALKING" "fBodyGyroMeanZ" -0.083501182326087
"23" "WALKING" "fBodyGyroMeanZ" -0.194970369294915
"25" "WALKING" "fBodyGyroMeanZ" -0.561322950945946
"26" "WALKING" "fBodyGyroMeanZ" -0.318516813050847
"27" "WALKING" "fBodyGyroMeanZ" -0.318182379824561
"28" "WALKING" "fBodyGyroMeanZ" -0.255029045018519
"29" "WALKING" "fBodyGyroMeanZ" -0.397277495471698
"30" "WALKING" "fBodyGyroMeanZ" -0.247350343692308
"2" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.248601122
"4" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.350765737115385
"9" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.327698671183673
"10" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.262763367170213
"12" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.406080936346154
"13" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.255338945927273
"18" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.504364096896552
"20" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" 0.115076640798039
"24" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.372182912033898
"1" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.453597213018868
"3" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.431503361525424
"5" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.139801393244681
"6" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.0464142110215686
"7" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.408150266666667
"8" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" 0.16597418695122
"11" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.674671878518519
"14" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" 0.196703218737037
"15" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.485701745833333
"16" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.492427493529412
"17" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.324273713333333
"19" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.06612935167
"21" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.155762354829787
"22" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.199313066142857
"23" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.163001294113725
"25" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.575169715692308
"26" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.342703926363636
"27" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.400528455490196
"28" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.318210999529412
"29" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.34170013244898
"30" "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.318937001538462
"2" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.0874944736085106
"4" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.318306481022222
"9" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.250686586719048
"10" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" 0.0391366814342105
"12" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.212767364326087
"13" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.212906662531915
"18" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.447030699454545
"20" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" 0.257037841093333
"24" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.396286646363636
"1" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.0318694271979592
"3" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.302866461179592
"5" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.034175027916383
"6" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" 0.15284524938125
"7" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.299600267680851
"8" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" 0.0277498065176316
"11" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.273459111956522
"14" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" 0.492414379822222
"15" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.18319480152381
"16" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.375000625531915
"17" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.403380386086957
"19" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" 0.210673073192308
"21" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.238221682666667
"22" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.194915698805556
"23" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.141266888477778
"25" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.410311447586207
"26" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.22138882542
"27" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.144904904113636
"28" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.184392337071739
"29" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.199225894479167
"30" "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.263720763854839
"2" "SITTING" "fBodyGyroMeanZ" -0.959814822391304
"4" "SITTING" "fBodyGyroMeanZ" -0.9337768922
"9" "SITTING" "fBodyGyroMeanZ" -0.940312313
"10" "SITTING" "fBodyGyroMeanZ" -0.96539546962963
"12" "SITTING" "fBodyGyroMeanZ" -0.955718183921569
"13" "SITTING" "fBodyGyroMeanZ" -0.968384415510204
"18" "SITTING" "fBodyGyroMeanZ" -0.983027386491228
"20" "SITTING" "fBodyGyroMeanZ" -0.950963363939394
"24" "SITTING" "fBodyGyroMeanZ" -0.974686891029412
"1" "SITTING" "fBodyGyroMeanZ" -0.951315544468085
"3" "SITTING" "fBodyGyroMeanZ" -0.934967958846154
"5" "SITTING" "fBodyGyroMeanZ" -0.938003425909091
"6" "SITTING" "fBodyGyroMeanZ" -0.934764895454545
"7" "SITTING" "fBodyGyroMeanZ" -0.9474199325
"8" "SITTING" "fBodyGyroMeanZ" -0.961798676956522
"11" "SITTING" "fBodyGyroMeanZ" -0.954453821132075
"14" "SITTING" "fBodyGyroMeanZ" -0.957020858888889
"15" "SITTING" "fBodyGyroMeanZ" -0.966731518305085
"16" "SITTING" "fBodyGyroMeanZ" -0.960058264057971
"17" "SITTING" "fBodyGyroMeanZ" -0.98161709828125
"19" "SITTING" "fBodyGyroMeanZ" -0.968235777945205
"21" "SITTING" "fBodyGyroMeanZ" -0.976839728941176
"22" "SITTING" "fBodyGyroMeanZ" -0.948367052258065
"23" "SITTING" "fBodyGyroMeanZ" -0.965428833529412
"25" "SITTING" "fBodyGyroMeanZ" -0.975805890153846
"26" "SITTING" "fBodyGyroMeanZ" -0.970423693717949
"27" "SITTING" "fBodyGyroMeanZ" -0.976848134285714
"28" "SITTING" "fBodyGyroMeanZ" -0.954180279027778
"29" "SITTING" "fBodyGyroMeanZ" -0.9739335945
"30" "SITTING" "fBodyGyroMeanZ" -0.961177109516129
"2" "STANDING" "fBodyGyroMeanZ" -0.960627696111111
"4" "STANDING" "fBodyGyroMeanZ" -0.915280955357143
"9" "STANDING" "fBodyGyroMeanZ" -0.941510336
"10" "STANDING" "fBodyGyroMeanZ" -0.950915730909091
"12" "STANDING" "fBodyGyroMeanZ" -0.95260195295082
"13" "STANDING" "fBodyGyroMeanZ" -0.974394378070175
"18" "STANDING" "fBodyGyroMeanZ" -0.974294413013699
"20" "STANDING" "fBodyGyroMeanZ" -0.911409911643836
"24" "STANDING" "fBodyGyroMeanZ" -0.970133388405797
"1" "STANDING" "fBodyGyroMeanZ" -0.980773122830189
"3" "STANDING" "fBodyGyroMeanZ" -0.916172537704918
"5" "STANDING" "fBodyGyroMeanZ" -0.907190836607143
"6" "STANDING" "fBodyGyroMeanZ" -0.943239602105263
"7" "STANDING" "fBodyGyroMeanZ" -0.957165056226415
"8" "STANDING" "fBodyGyroMeanZ" -0.975512276666667
"11" "STANDING" "fBodyGyroMeanZ" -0.980762968085106
"14" "STANDING" "fBodyGyroMeanZ" -0.950999877833333
"15" "STANDING" "fBodyGyroMeanZ" -0.96826485509434
"16" "STANDING" "fBodyGyroMeanZ" -0.98363927
"17" "STANDING" "fBodyGyroMeanZ" -0.985954978205128
"19" "STANDING" "fBodyGyroMeanZ" -0.965100636164384
"21" "STANDING" "fBodyGyroMeanZ" -0.959432562359551
"22" "STANDING" "fBodyGyroMeanZ" -0.962327765238095
"23" "STANDING" "fBodyGyroMeanZ" -0.967939565
"25" "STANDING" "fBodyGyroMeanZ" -0.970456862567568
"26" "STANDING" "fBodyGyroMeanZ" -0.974459323783784
"27" "STANDING" "fBodyGyroMeanZ" -0.980862493125
"28" "STANDING" "fBodyGyroMeanZ" -0.926655192405063
"29" "STANDING" "fBodyGyroMeanZ" -0.983654714461538
"30" "STANDING" "fBodyGyroMeanZ" -0.937798124576271
"2" "LAYING" "fBodyGyroMeanZ" -0.9626718875
"4" "LAYING" "fBodyGyroMeanZ" -0.961479262592593
"9" "LAYING" "fBodyGyroMeanZ" -0.9598150092
"10" "LAYING" "fBodyGyroMeanZ" -0.969755777241379
"12" "LAYING" "fBodyGyroMeanZ" -0.9456732415
"13" "LAYING" "fBodyGyroMeanZ" -0.969126880322581
"18" "LAYING" "fBodyGyroMeanZ" -0.984999291538462
"20" "LAYING" "fBodyGyroMeanZ" -0.972278603529412
"24" "LAYING" "fBodyGyroMeanZ" -0.981093036111111
"1" "LAYING" "fBodyGyroMeanZ" -0.909302721
"3" "LAYING" "fBodyGyroMeanZ" -0.962341960806452
"5" "LAYING" "fBodyGyroMeanZ" -0.963202948461538
"6" "LAYING" "fBodyGyroMeanZ" -0.932636612807018
"7" "LAYING" "fBodyGyroMeanZ" -0.956905310961538
"8" "LAYING" "fBodyGyroMeanZ" -0.967461239074074
"11" "LAYING" "fBodyGyroMeanZ" -0.961434420701754
"14" "LAYING" "fBodyGyroMeanZ" -0.949107162941176
"15" "LAYING" "fBodyGyroMeanZ" -0.958190099861111
"16" "LAYING" "fBodyGyroMeanZ" -0.985957788
"17" "LAYING" "fBodyGyroMeanZ" -0.976164852112676
"19" "LAYING" "fBodyGyroMeanZ" -0.97393233253012
"21" "LAYING" "fBodyGyroMeanZ" -0.980811216111111
"22" "LAYING" "fBodyGyroMeanZ" -0.942570240416667
"23" "LAYING" "fBodyGyroMeanZ" -0.984238807777778
"25" "LAYING" "fBodyGyroMeanZ" -0.924536860547945
"26" "LAYING" "fBodyGyroMeanZ" -0.970171219605263
"27" "LAYING" "fBodyGyroMeanZ" -0.979202019189189
"28" "LAYING" "fBodyGyroMeanZ" -0.961164844875
"29" "LAYING" "fBodyGyroMeanZ" -0.976184322608696
"30" "LAYING" "fBodyGyroMeanZ" -0.967577361142857
"2" "WALKING" "fBodyGyroStdX" -0.604053019152542
"4" "WALKING" "fBodyGyroStdX" -0.542646759
"9" "WALKING" "fBodyGyroStdX" -0.507404512692308
"10" "WALKING" "fBodyGyroStdX" -0.458292932830189
"12" "WALKING" "fBodyGyroStdX" -0.5931428818
"13" "WALKING" "fBodyGyroStdX" -0.435714710526316
"18" "WALKING" "fBodyGyroStdX" -0.734901390178571
"20" "WALKING" "fBodyGyroStdX" -0.279931528352941
"24" "WALKING" "fBodyGyroStdX" -0.616915839310345
"1" "WALKING" "fBodyGyroStdX" -0.516691938736842
"3" "WALKING" "fBodyGyroStdX" -0.615121369827586
"5" "WALKING" "fBodyGyroStdX" -0.529392790178571
"6" "WALKING" "fBodyGyroStdX" -0.515323854385965
"7" "WALKING" "fBodyGyroStdX" -0.563615256666667
"8" "WALKING" "fBodyGyroStdX" -0.234252005895833
"11" "WALKING" "fBodyGyroStdX" -0.623150268983051
"14" "WALKING" "fBodyGyroStdX" -0.630082075932203
"15" "WALKING" "fBodyGyroStdX" -0.357633378703704
"16" "WALKING" "fBodyGyroStdX" -0.673741136862745
"17" "WALKING" "fBodyGyroStdX" -0.504849290819672
"19" "WALKING" "fBodyGyroStdX" -0.108388809533846
"21" "WALKING" "fBodyGyroStdX" -0.491859244230769
"22" "WALKING" "fBodyGyroStdX" -0.374496318695652
"23" "WALKING" "fBodyGyroStdX" -0.545051691694915
"25" "WALKING" "fBodyGyroStdX" -0.406678108108108
"26" "WALKING" "fBodyGyroStdX" -0.532999609491525
"27" "WALKING" "fBodyGyroStdX" -0.642349125614035
"28" "WALKING" "fBodyGyroStdX" -0.545480217777778
"29" "WALKING" "fBodyGyroStdX" -0.654313559056604
"30" "WALKING" "fBodyGyroStdX" -0.399032346
"2" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.476358845625
"4" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.483548693461538
"9" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.361626377102041
"10" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.34130162006383
"12" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.5604629635
"13" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.562911002545455
"18" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.60071129637931
"20" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.532021733921569
"24" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.602945480677966
"1" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.565892490754717
"3" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.484820991355932
"5" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.501685580212766
"6" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.390248128039216
"7" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.368636961470588
"8" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.409955580780488
"11" "WALKING_UPSTAIRS" "fBodyGyroStdX" -0.517811645740741
